city,timestamp,date_time,weather_main,weather_description,temperature_celsius,feels_like_celsius,temp_min_celsius,temp_max_celsius,pressure,humidity,wind_speed,wind_deg,clouds,lat,lon
New York,1708560000,2024-02-22 00:00:00,Clouds,overcast clouds,2.9,-0.23,2.6,2.9,1028,65,3.28,131,100,40.7143,-74.006
New York,1708570800,2024-02-22 03:00:00,Clouds,broken clouds,2.64,0.98,2.12,2.64,1027,66,1.7,148,77,40.7143,-74.006
New York,1708581600,2024-02-22 06:00:00,Clouds,broken clouds,2.09,0.28,1.69,2.09,1025,69,1.75,161,66,40.7143,-74.006
New York,1708592400,2024-02-22 09:00:00,Clouds,few clouds,1.27,-0.61,1.27,1.27,1022,77,1.71,200,13,40.7143,-74.006
New York,1708603200,2024-02-22 12:00:00,Clouds,scattered clouds,1.01,-1.49,1.01,1.01,1021,80,2.18,198,44,40.7143,-74.006
New York,1708614000,2024-02-22 15:00:00,Clouds,few clouds,3.6,0.61,3.6,3.6,1018,67,3.28,173,19,40.7143,-74.006
New York,1708624800,2024-02-22 18:00:00,Clouds,scattered clouds,5.54,1.99,5.54,5.54,1015,64,5.05,166,49,40.7143,-74.006
New York,1708635600,2024-02-22 21:00:00,Clouds,overcast clouds,5.47,1.47,5.47,5.47,1012,72,6.05,150,85,40.7143,-74.006
New York,1708646400,2024-02-23 00:00:00,Rain,light rain,5.02,0.94,5.02,5.02,1010,82,5.95,168,92,40.7143,-74.006
New York,1708657200,2024-02-23 03:00:00,Rain,light rain,5.31,1.63,5.31,5.31,1007,86,5.21,168,100,40.7143,-74.006
New York,1708668000,2024-02-23 06:00:00,Rain,light rain,5.71,2.29,5.71,5.71,1003,83,4.86,172,100,40.7143,-74.006
New York,1708678800,2024-02-23 09:00:00,Clouds,overcast clouds,5.78,3.3,5.78,5.78,1000,86,3.21,181,100,40.7143,-74.006
New York,1708689600,2024-02-23 12:00:00,Rain,light rain,5.83,3.54,5.83,5.83,998,96,2.95,183,100,40.7143,-74.006
New York,1708700400,2024-02-23 15:00:00,Rain,light rain,6.43,4.12,6.43,6.43,998,96,3.15,203,100,40.7143,-74.006
New York,1708711200,2024-02-23 18:00:00,Rain,light rain,6.21,5.11,6.21,6.21,996,97,1.68,289,100,40.7143,-74.006
New York,1708722000,2024-02-23 21:00:00,Rain,light rain,6.3,3.58,6.3,6.3,997,84,3.78,323,100,40.7143,-74.006
New York,1708732800,2024-02-24 00:00:00,Clouds,overcast clouds,6.25,2.7,6.25,6.25,999,77,5.47,329,97,40.7143,-74.006
New York,1708743600,2024-02-24 03:00:00,Clouds,scattered clouds,4.94,0.99,4.94,4.94,1000,69,5.59,327,40,40.7143,-74.006
New York,1708754400,2024-02-24 06:00:00,Clouds,few clouds,3.82,-0.37,3.82,3.82,1001,67,5.48,322,22,40.7143,-74.006
New York,1708765200,2024-02-24 09:00:00,Clear,clear sky,2.32,-2.53,2.32,2.32,1002,70,6.06,314,3,40.7143,-74.006
New York,1708776000,2024-02-24 12:00:00,Clouds,few clouds,1.06,-4.35,1.06,1.06,1004,63,6.53,322,11,40.7143,-74.006
New York,1708786800,2024-02-24 15:00:00,Clouds,few clouds,0.89,-4.86,0.89,0.89,1007,45,7.21,326,21,40.7143,-74.006
New York,1708797600,2024-02-24 18:00:00,Clouds,few clouds,2.01,-3.48,2.01,2.01,1008,33,7.38,325,19,40.7143,-74.006
New York,1708808400,2024-02-24 21:00:00,Clouds,few clouds,2.0,-3.42,2.0,2.0,1010,32,7.19,329,22,40.7143,-74.006
New York,1708819200,2024-02-25 00:00:00,Clouds,few clouds,-0.28,-6.01,-0.28,-0.28,1015,40,6.43,335,16,40.7143,-74.006
New York,1708830000,2024-02-25 03:00:00,Clear,clear sky,-2.38,-8.67,-2.38,-2.38,1017,41,6.38,335,1,40.7143,-74.006
New York,1708840800,2024-02-25 06:00:00,Clear,clear sky,-3.41,-9.67,-3.41,-3.41,1019,41,5.8,338,0,40.7143,-74.006
New York,1708851600,2024-02-25 09:00:00,Clear,clear sky,-3.46,-8.98,-3.46,-3.46,1021,43,4.61,329,4,40.7143,-74.006
New York,1708862400,2024-02-25 12:00:00,Clear,clear sky,-3.22,-7.15,-3.22,-3.22,1023,46,2.79,313,4,40.7143,-74.006
New York,1708873200,2024-02-25 15:00:00,Clear,clear sky,-1.08,-4.14,-1.08,-1.08,1024,39,2.35,252,0,40.7143,-74.006
New York,1708884000,2024-02-25 18:00:00,Clear,clear sky,2.05,-1.37,2.05,2.05,1022,31,3.43,222,3,40.7143,-74.006
New York,1708894800,2024-02-25 21:00:00,Clouds,scattered clouds,4.69,1.17,4.69,4.69,1021,30,4.55,214,27,40.7143,-74.006
New York,1708905600,2024-02-26 00:00:00,Clouds,few clouds,3.74,0.38,3.74,3.74,1021,38,3.88,195,17,40.7143,-74.006
New York,1708916400,2024-02-26 03:00:00,Clouds,overcast clouds,2.39,-2.09,2.39,2.39,1022,50,5.31,202,94,40.7143,-74.006
New York,1708927200,2024-02-26 06:00:00,Clouds,overcast clouds,2.6,-1.56,2.6,2.6,1022,59,4.8,204,87,40.7143,-74.006
New York,1708938000,2024-02-26 09:00:00,Clouds,overcast clouds,3.12,-0.38,3.12,3.12,1020,64,3.88,200,98,40.7143,-74.006
New York,1708948800,2024-02-26 12:00:00,Clouds,overcast clouds,3.45,-0.08,3.45,3.45,1019,75,4.06,194,99,40.7143,-74.006
New York,1708959600,2024-02-26 15:00:00,Clouds,overcast clouds,6.16,2.49,6.16,6.16,1019,68,5.69,211,100,40.7143,-74.006
New York,1708970400,2024-02-26 18:00:00,Clouds,overcast clouds,7.78,5.56,7.78,7.78,1018,64,3.47,237,100,40.7143,-74.006
New York,1708981200,2024-02-26 21:00:00,Clouds,overcast clouds,9.11,9.11,9.11,9.11,1018,63,1.08,251,100,40.7143,-74.006
Los Angeles,1708560000,2024-02-22 00:00:00,Clear,clear sky,17.57,17.21,16.76,17.57,1024,70,2.99,223,0,34.0522,-118.2437
Los Angeles,1708570800,2024-02-22 03:00:00,Clear,clear sky,16.62,16.19,14.73,16.62,1023,71,1.32,236,9,34.0522,-118.2437
Los Angeles,1708581600,2024-02-22 06:00:00,Clouds,few clouds,15.2,14.71,14.02,15.2,1023,74,0.96,154,24,34.0522,-118.2437
Los Angeles,1708592400,2024-02-22 09:00:00,Clouds,broken clouds,13.26,12.73,13.26,13.26,1021,80,1.26,88,83,34.0522,-118.2437
Los Angeles,1708603200,2024-02-22 12:00:00,Clouds,broken clouds,12.5,12.05,12.5,12.5,1021,86,1.61,101,72,34.0522,-118.2437
Los Angeles,1708614000,2024-02-22 15:00:00,Clouds,broken clouds,12.22,11.72,12.22,12.22,1023,85,1.7,86,59,34.0522,-118.2437
Los Angeles,1708624800,2024-02-22 18:00:00,Clouds,scattered clouds,15.74,15.01,15.74,15.74,1023,63,0.48,158,33,34.0522,-118.2437
Los Angeles,1708635600,2024-02-22 21:00:00,Clear,clear sky,19.13,18.22,19.13,19.13,1021,43,2.65,256,1,34.0522,-118.2437
Los Angeles,1708646400,2024-02-23 00:00:00,Clear,clear sky,17.9,17.08,17.9,17.9,1020,51,4.36,242,4,34.0522,-118.2437
Los Angeles,1708657200,2024-02-23 03:00:00,Clouds,scattered clouds,16.1,15.38,16.1,16.1,1020,62,1.64,235,41,34.0522,-118.2437
Los Angeles,1708668000,2024-02-23 06:00:00,Clouds,broken clouds,15.21,14.43,15.21,15.21,1021,63,0.62,130,53,34.0522,-118.2437
Los Angeles,1708678800,2024-02-23 09:00:00,Clouds,overcast clouds,14.66,13.7,14.66,14.66,1021,58,1.04,17,85,34.0522,-118.2437
Los Angeles,1708689600,2024-02-23 12:00:00,Clouds,overcast clouds,14.65,13.37,14.65,14.65,1019,46,1.5,9,93,34.0522,-118.2437
Los Angeles,1708700400,2024-02-23 15:00:00,Clouds,overcast clouds,14.5,13.1,14.5,14.5,1018,42,1.76,29,100,34.0522,-118.2437
Los Angeles,1708711200,2024-02-23 18:00:00,Clouds,overcast clouds,18.96,17.72,18.96,18.96,1019,31,0.73,337,100,34.0522,-118.2437
Los Angeles,1708722000,2024-02-23 21:00:00,Clouds,overcast clouds,22.4,21.32,22.4,22.4,1017,24,0.81,284,100,34.0522,-118.2437
Los Angeles,1708732800,2024-02-24 00:00:00,Clouds,overcast clouds,23.47,22.42,23.47,23.47,1015,21,1.29,218,88,34.0522,-118.2437
Los Angeles,1708743600,2024-02-24 03:00:00,Clouds,broken clouds,20.01,18.88,20.01,20.01,1016,31,1.99,307,82,34.0522,-118.2437
Los Angeles,1708754400,2024-02-24 06:00:00,Clouds,overcast clouds,18.9,17.68,18.9,18.9,1016,32,0.5,30,91,34.0522,-118.2437
Los Angeles,1708765200,2024-02-24 09:00:00,Clouds,overcast clouds,17.58,16.36,17.58,17.58,1016,37,0.39,87,100,34.0522,-118.2437
Los Angeles,1708776000,2024-02-24 12:00:00,Clouds,overcast clouds,16.97,15.66,16.97,16.97,1015,36,1.29,59,100,34.0522,-118.2437
Los Angeles,1708786800,2024-02-24 15:00:00,Clouds,overcast clouds,16.91,15.54,16.91,16.91,1015,34,1.23,47,100,34.0522,-118.2437
Los Angeles,1708797600,2024-02-24 18:00:00,Clouds,overcast clouds,19.59,18.31,19.59,19.59,1017,27,0.57,274,100,34.0522,-118.2437
Los Angeles,1708808400,2024-02-24 21:00:00,Clouds,overcast clouds,22.35,21.19,22.35,22.35,1015,21,2.0,137,100,34.0522,-118.2437
Los Angeles,1708819200,2024-02-25 00:00:00,Clouds,overcast clouds,21.96,20.86,21.96,21.96,1014,25,1.35,211,100,34.0522,-118.2437
Los Angeles,1708830000,2024-02-25 03:00:00,Clouds,overcast clouds,17.79,16.7,17.79,17.79,1016,41,1.85,243,94,34.0522,-118.2437
Los Angeles,1708840800,2024-02-25 06:00:00,Clouds,broken clouds,16.51,15.42,16.51,16.51,1017,46,0.67,190,72,34.0522,-118.2437
Los Angeles,1708851600,2024-02-25 09:00:00,Clouds,scattered clouds,15.38,14.33,15.38,15.38,1016,52,0.51,206,40,34.0522,-118.2437
Los Angeles,1708862400,2024-02-25 12:00:00,Clouds,scattered clouds,14.62,13.55,14.62,14.62,1016,54,0.24,77,40,34.0522,-118.2437
Los Angeles,1708873200,2024-02-25 15:00:00,Clouds,overcast clouds,14.36,13.31,14.36,14.36,1017,56,0.27,271,100,34.0522,-118.2437
Los Angeles,1708884000,2024-02-25 18:00:00,Clouds,overcast clouds,17.44,16.44,17.44,17.44,1018,46,2.15,132,100,34.0522,-118.2437
Los Angeles,1708894800,2024-02-25 21:00:00,Clouds,overcast clouds,20.16,19.15,20.16,20.16,1017,35,3.19,211,100,34.0522,-118.2437
Los Angeles,1708905600,2024-02-26 00:00:00,Clouds,overcast clouds,18.8,17.73,18.8,18.8,1016,38,4.38,239,96,34.0522,-118.2437
Los Angeles,1708916400,2024-02-26 03:00:00,Clouds,broken clouds,16.34,15.26,16.34,16.34,1018,47,2.51,234,68,34.0522,-118.2437
Los Angeles,1708927200,2024-02-26 06:00:00,Clouds,broken clouds,15.28,14.25,15.28,15.28,1018,53,1.2,206,54,34.0522,-118.2437
Los Angeles,1708938000,2024-02-26 09:00:00,Clouds,few clouds,14.37,13.43,14.37,14.37,1018,60,0.51,189,15,34.0522,-118.2437
Los Angeles,1708948800,2024-02-26 12:00:00,Clouds,few clouds,13.84,12.85,13.84,13.84,1017,60,0.85,126,16,34.0522,-118.2437
Los Angeles,1708959600,2024-02-26 15:00:00,Clouds,broken clouds,14.23,13.22,14.23,14.23,1018,58,0.85,120,67,34.0522,-118.2437
Los Angeles,1708970400,2024-02-26 18:00:00,Clouds,broken clouds,15.76,14.72,15.76,15.76,1018,51,1.27,102,81,34.0522,-118.2437
Los Angeles,1708981200,2024-02-26 21:00:00,Clouds,broken clouds,18.95,18.18,18.95,18.95,1015,49,3.09,238,62,34.0522,-118.2437
Chicago,1708560000,2024-02-22 00:00:00,Clouds,overcast clouds,17.31,16.11,11.32,17.31,1010,39,2.17,235,100,41.85,-87.65
Chicago,1708570800,2024-02-22 03:00:00,Clouds,overcast clouds,14.84,13.71,9.9,14.84,1010,51,1.21,242,100,41.85,-87.65
Chicago,1708581600,2024-02-22 06:00:00,Rain,light rain,11.62,10.69,8.77,11.62,1009,71,0.2,22,100,41.85,-87.65
Chicago,1708592400,2024-02-22 09:00:00,Clouds,overcast clouds,7.3,7.3,7.3,7.3,1007,91,1.26,66,100,41.85,-87.65
Chicago,1708603200,2024-02-22 12:00:00,Rain,light rain,6.42,4.57,6.42,6.42,1005,91,2.52,22,100,41.85,-87.65
Chicago,1708614000,2024-02-22 15:00:00,Rain,light rain,6.03,2.66,6.03,6.03,1006,88,4.93,354,100,41.85,-87.65
Chicago,1708624800,2024-02-22 18:00:00,Rain,light rain,6.34,3.57,6.34,6.34,1005,83,3.88,5,99,41.85,-87.65
Chicago,1708635600,2024-02-22 21:00:00,Clouds,overcast clouds,8.63,6.89,8.63,8.63,1004,61,2.96,357,85,41.85,-87.65
Chicago,1708646400,2024-02-23 00:00:00,Clouds,broken clouds,7.63,7.63,7.63,7.63,1004,58,0.74,8,81,41.85,-87.65
Chicago,1708657200,2024-02-23 03:00:00,Clouds,broken clouds,7.26,5.94,7.26,7.26,1005,60,2.07,272,55,41.85,-87.65
Chicago,1708668000,2024-02-23 06:00:00,Clouds,scattered clouds,6.6,3.9,6.6,6.6,1005,67,3.87,307,29,41.85,-87.65
Chicago,1708678800,2024-02-23 09:00:00,Clear,clear sky,5.18,1.96,5.18,5.18,1005,75,4.22,314,4,41.85,-87.65
Chicago,1708689600,2024-02-23 12:00:00,Clear,clear sky,3.83,0.54,3.83,3.83,1006,72,3.81,306,5,41.85,-87.65
Chicago,1708700400,2024-02-23 15:00:00,Clear,clear sky,4.48,1.23,4.48,4.48,1008,62,3.98,314,8,41.85,-87.65
Chicago,1708711200,2024-02-23 18:00:00,Clear,clear sky,6.39,3.89,6.39,6.39,1008,52,3.44,342,9,41.85,-87.65
Chicago,1708722000,2024-02-23 21:00:00,Clouds,broken clouds,5.31,1.99,5.31,5.31,1007,62,4.46,17,51,41.85,-87.65
Chicago,1708732800,2024-02-24 00:00:00,Snow,light snow,1.12,-4.29,1.12,1.12,1011,75,6.58,23,76,41.85,-87.65
Chicago,1708743600,2024-02-24 03:00:00,Clouds,overcast clouds,0.31,-5.37,0.31,0.31,1012,64,6.66,27,100,41.85,-87.65
Chicago,1708754400,2024-02-24 06:00:00,Clouds,overcast clouds,-0.29,-6.18,-0.29,-0.29,1014,57,6.75,33,100,41.85,-87.65
Chicago,1708765200,2024-02-24 09:00:00,Clouds,overcast clouds,-0.96,-6.77,-0.96,-0.96,1015,54,6.21,21,96,41.85,-87.65
Chicago,1708776000,2024-02-24 12:00:00,Clouds,broken clouds,-1.47,-7.03,-1.47,-1.47,1018,49,5.47,7,80,41.85,-87.65
Chicago,1708786800,2024-02-24 15:00:00,Clouds,scattered clouds,-0.7,-5.19,-0.7,-0.7,1020,49,4.07,17,47,41.85,-87.65
Chicago,1708797600,2024-02-24 18:00:00,Clouds,scattered clouds,0.67,-1.94,0.67,0.67,1020,44,2.23,16,46,41.85,-87.65
Chicago,1708808400,2024-02-24 21:00:00,Clear,clear sky,1.97,1.97,1.97,1.97,1019,37,1.21,121,9,41.85,-87.65
Chicago,1708819200,2024-02-25 00:00:00,Clear,clear sky,2.03,-1.11,2.03,2.03,1018,40,3.06,189,6,41.85,-87.65
Chicago,1708830000,2024-02-25 03:00:00,Clouds,broken clouds,1.98,-2.35,1.98,1.98,1018,42,4.84,208,57,41.85,-87.65
Chicago,1708840800,2024-02-25 06:00:00,Clouds,broken clouds,1.69,-3.26,1.69,1.69,1016,50,5.91,203,54,41.85,-87.65
Chicago,1708851600,2024-02-25 09:00:00,Clear,clear sky,1.36,-4.04,1.36,1.36,1013,60,6.69,197,8,41.85,-87.65
Chicago,1708862400,2024-02-25 12:00:00,Clouds,scattered clouds,1.78,-3.76,1.78,1.78,1011,62,7.34,196,50,41.85,-87.65
Chicago,1708873200,2024-02-25 15:00:00,Clouds,broken clouds,4.28,-0.5,4.28,4.28,1010,62,7.23,208,68,41.85,-87.65
Chicago,1708884000,2024-02-25 18:00:00,Clouds,broken clouds,8.85,5.8,8.85,8.85,1008,56,5.94,218,83,41.85,-87.65
Chicago,1708894800,2024-02-25 21:00:00,Clouds,overcast clouds,10.85,9.48,10.85,10.85,1005,57,4.31,214,100,41.85,-87.65
Chicago,1708905600,2024-02-26 00:00:00,Clouds,overcast clouds,9.41,8.75,9.41,9.41,1006,69,1.72,181,100,41.85,-87.65
Chicago,1708916400,2024-02-26 03:00:00,Clouds,overcast clouds,8.54,7.61,8.54,8.54,1006,81,1.87,168,100,41.85,-87.65
Chicago,1708927200,2024-02-26 06:00:00,Rain,light rain,7.97,7.39,7.97,7.97,1006,91,1.45,242,89,41.85,-87.65
Chicago,1708938000,2024-02-26 09:00:00,Clear,clear sky,5.37,2.35,5.37,5.37,1007,85,3.94,6,2,41.85,-87.65
Chicago,1708948800,2024-02-26 12:00:00,Clouds,few clouds,4.3,1.35,4.3,4.3,1009,86,3.44,19,16,41.85,-87.65
Chicago,1708959600,2024-02-26 15:00:00,Clouds,broken clouds,5.42,2.56,5.42,5.42,1011,79,3.68,29,56,41.85,-87.65
Chicago,1708970400,2024-02-26 18:00:00,Clouds,broken clouds,6.51,3.97,6.51,6.51,1010,73,3.55,55,77,41.85,-87.65
Chicago,1708981200,2024-02-26 21:00:00,Clouds,overcast clouds,7.82,6.56,7.82,7.82,1008,76,2.1,94,98,41.85,-87.65
Houston,1708560000,2024-02-22 00:00:00,Clouds,broken clouds,23.78,23.83,20.98,23.78,1015,62,5.5,180,75,29.7633,-95.3633
Houston,1708570800,2024-02-22 03:00:00,Clouds,broken clouds,22.01,22.09,18.48,22.01,1015,70,5.89,175,52,29.7633,-95.3633
Houston,1708581600,2024-02-22 06:00:00,Clouds,scattered clouds,19.91,20.02,17.97,19.91,1016,79,4.85,190,38,29.7633,-95.3633
Houston,1708592400,2024-02-22 09:00:00,Clouds,overcast clouds,18.79,18.79,18.79,18.79,1013,79,6.42,197,88,29.7633,-95.3633
Houston,1708603200,2024-02-22 12:00:00,Clouds,overcast clouds,18.45,18.52,18.45,18.45,1014,83,3.24,210,94,29.7633,-95.3633
Houston,1708614000,2024-02-22 15:00:00,Clouds,overcast clouds,19.81,19.88,19.81,19.81,1014,78,4.41,208,100,29.7633,-95.3633
Houston,1708624800,2024-02-22 18:00:00,Clouds,overcast clouds,22.79,22.85,22.79,22.79,1012,66,6.68,222,100,29.7633,-95.3633
Houston,1708635600,2024-02-22 21:00:00,Clouds,overcast clouds,24.31,24.36,24.31,24.31,1009,60,5.37,233,98,29.7633,-95.3633
Houston,1708646400,2024-02-23 00:00:00,Clouds,overcast clouds,22.96,22.98,22.96,22.96,1009,64,3.16,214,97,29.7633,-95.3633
Houston,1708657200,2024-02-23 03:00:00,Clouds,few clouds,20.07,20.2,20.07,20.07,1011,79,2.8,234,21,29.7633,-95.3633
Houston,1708668000,2024-02-23 06:00:00,Clouds,broken clouds,18.97,18.18,18.97,18.97,1012,48,2.76,323,56,29.7633,-95.3633
Houston,1708678800,2024-02-23 09:00:00,Clouds,few clouds,17.57,16.71,17.57,17.57,1012,51,4.08,347,13,29.7633,-95.3633
Houston,1708689600,2024-02-23 12:00:00,Clear,clear sky,16.15,15.34,16.15,16.15,1015,58,3.97,356,9,29.7633,-95.3633
Houston,1708700400,2024-02-23 15:00:00,Clear,clear sky,17.48,16.59,17.48,17.48,1017,50,5.11,8,5,29.7633,-95.3633
Houston,1708711200,2024-02-23 18:00:00,Clear,clear sky,21.93,20.96,21.93,21.93,1017,30,4.74,10,4,29.7633,-95.3633
Houston,1708722000,2024-02-23 21:00:00,Clouds,overcast clouds,23.91,22.93,23.91,23.91,1015,22,4.48,2,95,29.7633,-95.3633
Houston,1708732800,2024-02-24 00:00:00,Clouds,broken clouds,21.77,20.68,21.77,21.77,1016,26,3.41,5,76,29.7633,-95.3633
Houston,1708743600,2024-02-24 03:00:00,Clouds,broken clouds,18.98,17.82,18.98,18.98,1018,34,2.6,8,70,29.7633,-95.3633
Houston,1708754400,2024-02-24 06:00:00,Clouds,broken clouds,17.02,15.85,17.02,17.02,1019,41,1.74,26,83,29.7633,-95.3633
Houston,1708765200,2024-02-24 09:00:00,Clouds,broken clouds,15.56,14.29,15.56,15.56,1019,43,1.58,43,75,29.7633,-95.3633
Houston,1708776000,2024-02-24 12:00:00,Clouds,overcast clouds,14.88,13.55,14.88,14.88,1020,43,1.08,110,87,29.7633,-95.3633
Houston,1708786800,2024-02-24 15:00:00,Clouds,scattered clouds,17.9,16.66,17.9,17.9,1022,35,1.61,185,32,29.7633,-95.3633
Houston,1708797600,2024-02-24 18:00:00,Clouds,scattered clouds,23.22,22.2,23.22,23.22,1021,23,2.39,176,30,29.7633,-95.3633
Houston,1708808400,2024-02-24 21:00:00,Clouds,few clouds,24.69,23.79,24.69,24.69,1020,22,3.86,188,14,29.7633,-95.3633
Houston,1708819200,2024-02-25 00:00:00,Clouds,scattered clouds,21.17,20.26,21.17,21.17,1020,35,4.26,181,34,29.7633,-95.3633
Houston,1708830000,2024-02-25 03:00:00,Clouds,few clouds,17.51,16.54,17.51,17.51,1021,47,3.03,184,17,29.7633,-95.3633
Houston,1708840800,2024-02-25 06:00:00,Clear,clear sky,15.88,15.14,15.88,15.88,1021,62,2.64,186,8,29.7633,-95.3633
Houston,1708851600,2024-02-25 09:00:00,Clouds,few clouds,15.03,14.44,15.03,15.03,1020,71,2.55,186,12,29.7633,-95.3633
Houston,1708862400,2024-02-25 12:00:00,Clouds,scattered clouds,14.79,14.36,14.79,14.79,1019,78,2.79,174,36,29.7633,-95.3633
Houston,1708873200,2024-02-25 15:00:00,Clear,clear sky,18.51,18.19,18.51,18.51,1020,68,4.22,180,2,29.7633,-95.3633
Houston,1708884000,2024-02-25 18:00:00,Clear,clear sky,23.78,23.44,23.78,23.78,1018,47,7.29,183,2,29.7633,-95.3633
Houston,1708894800,2024-02-25 21:00:00,Clear,clear sky,24.33,24.05,24.33,24.33,1016,47,7.49,189,2,29.7633,-95.3633
Houston,1708905600,2024-02-26 00:00:00,Clouds,few clouds,21.38,21.3,21.38,21.38,1016,66,5.73,188,15,29.7633,-95.3633
Houston,1708916400,2024-02-26 03:00:00,Clouds,broken clouds,19.32,19.37,19.32,19.32,1018,79,4.46,183,80,29.7633,-95.3633
Houston,1708927200,2024-02-26 06:00:00,Clouds,broken clouds,18.6,18.74,18.6,18.6,1017,85,4.64,185,76,29.7633,-95.3633
Houston,1708938000,2024-02-26 09:00:00,Clouds,overcast clouds,18.47,18.7,18.47,18.47,1016,89,4.79,191,91,29.7633,-95.3633
Houston,1708948800,2024-02-26 12:00:00,Clouds,overcast clouds,18.12,18.39,18.12,18.12,1015,92,4.18,195,94,29.7633,-95.3633
Houston,1708959600,2024-02-26 15:00:00,Clouds,broken clouds,20.35,20.63,20.35,20.35,1017,84,5.02,202,82,29.7633,-95.3633
Houston,1708970400,2024-02-26 18:00:00,Clouds,overcast clouds,25.0,25.17,25.0,25.0,1015,62,5.49,212,90,29.7633,-95.3633
Houston,1708981200,2024-02-26 21:00:00,Clouds,overcast clouds,26.33,26.33,26.33,26.33,1013,57,6.0,201,97,29.7633,-95.3633
Phoenix,1708560000,2024-02-22 00:00:00,Clouds,broken clouds,22.04,21.32,20.22,22.04,1015,39,6.7,261,75,33.4484,-112.074
Phoenix,1708570800,2024-02-22 03:00:00,Clouds,broken clouds,20.81,19.99,18.35,20.81,1016,40,3.98,248,66,33.4484,-112.074
Phoenix,1708581600,2024-02-22 06:00:00,Clouds,scattered clouds,18.62,17.71,16.91,18.62,1018,45,2.83,247,43,33.4484,-112.074
Phoenix,1708592400,2024-02-22 09:00:00,Clouds,broken clouds,15.97,14.93,15.97,15.97,1019,50,1.19,286,59,33.4484,-112.074
Phoenix,1708603200,2024-02-22 12:00:00,Clouds,broken clouds,15.05,13.99,15.05,15.05,1019,53,1.03,124,63,33.4484,-112.074
Phoenix,1708614000,2024-02-22 15:00:00,Clouds,few clouds,15.16,14.12,15.16,15.16,1020,53,0.66,64,12,33.4484,-112.074
Phoenix,1708624800,2024-02-22 18:00:00,Clouds,few clouds,18.19,17.19,18.19,18.19,1021,43,0.35,326,11,33.4484,-112.074
Phoenix,1708635600,2024-02-22 21:00:00,Clear,clear sky,20.41,19.37,20.41,20.41,1018,33,1.51,309,1,33.4484,-112.074
Phoenix,1708646400,2024-02-23 00:00:00,Clear,clear sky,21.41,20.31,21.41,21.41,1016,27,2.37,304,1,33.4484,-112.074
Phoenix,1708657200,2024-02-23 03:00:00,Clear,clear sky,20.06,18.9,20.06,20.06,1017,30,2.54,256,6,33.4484,-112.074
Phoenix,1708668000,2024-02-23 06:00:00,Clouds,scattered clouds,18.51,17.3,18.51,18.51,1018,34,2.1,279,31,33.4484,-112.074
Phoenix,1708678800,2024-02-23 09:00:00,Clouds,overcast clouds,17.02,15.69,17.02,17.02,1017,35,1.19,298,95,33.4484,-112.074
Phoenix,1708689600,2024-02-23 12:00:00,Clouds,overcast clouds,16.05,14.68,16.05,16.05,1017,37,0.6,48,97,33.4484,-112.074
Phoenix,1708700400,2024-02-23 15:00:00,Clouds,overcast clouds,16.06,14.66,16.06,16.06,1018,36,1.49,39,100,33.4484,-112.074
Phoenix,1708711200,2024-02-23 18:00:00,Clouds,overcast clouds,19.58,18.19,19.58,19.58,1018,23,2.03,56,100,33.4484,-112.074
Phoenix,1708722000,2024-02-23 21:00:00,Clouds,overcast clouds,22.86,21.65,22.86,22.86,1015,17,1.72,33,93,33.4484,-112.074
Phoenix,1708732800,2024-02-24 00:00:00,Clouds,broken clouds,23.83,22.66,23.83,23.83,1014,15,0.87,211,64,33.4484,-112.074
Phoenix,1708743600,2024-02-24 03:00:00,Clear,clear sky,21.36,20.02,21.36,21.36,1015,18,1.81,245,1,33.4484,-112.074
Phoenix,1708754400,2024-02-24 06:00:00,Clouds,few clouds,19.83,18.42,19.83,19.83,1015,21,1.45,313,14,33.4484,-112.074
Phoenix,1708765200,2024-02-24 09:00:00,Clouds,overcast clouds,18.58,17.09,18.58,18.58,1015,23,0.99,347,94,33.4484,-112.074
Phoenix,1708776000,2024-02-24 12:00:00,Clouds,overcast clouds,17.26,15.59,17.26,17.26,1015,21,1.56,56,96,33.4484,-112.074
Phoenix,1708786800,2024-02-24 15:00:00,Clouds,overcast clouds,16.92,15.19,16.92,16.92,1016,20,1.71,51,94,33.4484,-112.074
Phoenix,1708797600,2024-02-24 18:00:00,Clouds,overcast clouds,21.07,19.62,21.07,21.07,1016,15,2.22,57,96,33.4484,-112.074
Phoenix,1708808400,2024-02-24 21:00:00,Clouds,overcast clouds,23.79,22.64,23.79,23.79,1015,16,0.9,162,95,33.4484,-112.074
Phoenix,1708819200,2024-02-25 00:00:00,Clouds,overcast clouds,24.49,23.44,24.49,24.49,1014,17,1.8,254,98,33.4484,-112.074
Phoenix,1708830000,2024-02-25 03:00:00,Clouds,broken clouds,22.21,20.98,22.21,22.21,1015,19,0.89,274,83,33.4484,-112.074
Phoenix,1708840800,2024-02-25 06:00:00,Clouds,overcast clouds,20.98,19.68,20.98,20.98,1015,21,0.52,263,91,33.4484,-112.074
Phoenix,1708851600,2024-02-25 09:00:00,Clouds,overcast clouds,19.88,18.52,19.88,19.88,1015,23,0.79,77,100,33.4484,-112.074
Phoenix,1708862400,2024-02-25 12:00:00,Clouds,overcast clouds,19.17,17.8,19.17,19.17,1015,25,0.96,85,100,33.4484,-112.074
